"Label","Id","Umlscui","Created","ModifiedDate","Synonym","Definition","ExampleImage","Abbrev","CurationStatus","Curator","Comment","EditorialNote","PublicationLink","DefiningCitation","Is part of","RelatedTo","Has role","SuperCategory","Title","Authors","PublicationDate","PublicationName","JournalVolume","JournalNumber","Pages","Figure","Table","RetrievedOn","PMID","DOI","ISBN","PublicationLink (NIF)","Seperator1","CellSomaShape","CellSomaSize","Located in","Polarity","DendriteLocation","NumberOfPrimaryDendrites","SpineDensityOnDendrites","DendriteThickness","BranchingMetrics","AxonLength","OriginOfAxon","LocationOfAxonArborization","CellularSynapticTarget","SubcellularSynapticTarget","Neurotransmitter","DefiningCriteria (PETILLA)","MolecularConstituents","LacksMolecularConstituents","PassiveSubthresholdParameters","FiringPatterns","SpikingFeatures","SynapticPhysiology","DendritePartonomy","ApicalPartonomy","ApicalObliqueLocation","ApicalTrunkLocation","ApicalLocation","BasalLocation","ProximalLocation","DistalLocation","AxonPartonomy","AxonLocation","AxonTerminalLocation","DendriteShape","DendriteSize","ApicalSize","BasalSize","SomaOrientation","DendriteOrientation","AxonOrientation","SomaUltrastructure","DendriteUltrastructure","ApicalUltrastructure","BasalUltrastructure","ProximalUltrastructure","DistalUltrastructure","AxonUltrastructure","Organism (PETILLA)","Species","AxonShape"
"AVAR","","","","","","Ventral cord interneuron","","","","","Command interneuron. Functions as driver cell for backward locomotion. Drives backward movement of the animal along with touch modulator AVD neuron, AVE and A-type motor neurons.","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","FMRFamide (FLP-1). Express FMRFamide-like peptide, FLP-1 precursor (Nelson et al., 1998). Express the FMRFamide-related neuropeptide (FaRP), FLP-18 (Rogers et al., 2003).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-1, GLR-2, GLR-4, GLR-5, NMR-1 and NMR-2 (Maricq et al., 1995; Brockie et al., 2001). Suggested to express GABA-A/glycine receptor-like protein GGR-3 (Fujiwara et al., 1996). Express UNC-8, a DEG/ENaC family member homologous to subunits of a candidate mechanically gated ion channel (Tavernarakis et al., 1997).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVBL","","","","","","Ventral cord interneuron","","","","","Command interneuron. Functions as driver cell for forward locomotion. Drives forward movement of the animal along with the touch modulator, PVC, and B-type motor neurons.","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-1 and GLR-5 (Maricq et al., 1995; Brockie et al., 2001). Express G protein-coupled serpentine receptor, SRA-11 (Troemel et al., 1995). Suggested to express GABA-A/glycine receptor-like protein GGR-3 (Fujiwara et al., 1996). Express UNC-8, a DEG/ENaC family member homologous to subunits of a candidate mechanically gated ion channel (Tavernarakis et al., 1997).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVBR","","","","","","Ventral cord interneuron","","","","","Command interneuron. Functions as driver cell for forward locomotion. Drives forward movement of the animal along with the touch modulator, PVC, and B-type motor neurons.","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-1 and GLR-5 (Maricq et al., 1995; Brockie et al., 2001). Express G protein-coupled serpentine receptor, SRA-11 (Troemel et al., 1995). Suggested to express GABA-A/glycine receptor-like protein GGR-3 (Fujiwara et al., 1996). Express UNC-8, a DEG/ENaC family member homologous to subunits of a candidate mechanically gated ion channel (Tavernarakis et al., 1997).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVDL","","","","","","Ventral cord interneuron","","","","","Command interneuron. Functions as touch modulator for backward locomotion induced by head-touch. Drives backward movement of the animal along with driver cell AVA neuron, AVE and A-type motor neurons","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-1, GLR-2, GLR-5, NMR-1 and NMR-2 (Maricq et al., 1995; Brockie et al., 2001). Express UNC-8, a DEG/ENaC family member homologous to subunits of a candidate mechanically gated ion channel (Tavernarakis et al., 1997).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVDR","","","","","","Ventral cord interneuron","","","","","Command interneuron. Functions as touch modulator for backward locomotion induced by head-touch. Drives backward movement of the animal along with driver cell AVA neuron, AVE and A-type motor neurons","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-1, GLR-2, GLR-5, NMR-1 and NMR-2 (Maricq et al., 1995; Brockie et al., 2001). Express UNC-8, a DEG/ENaC family member homologous to subunits of a candidate mechanically gated ion channel (Tavernarakis et al., 1997).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVEL","","","","","","Ventral cord interneuron, like AVD but outputs restricted to anterior cord","","","","","Command interneuron. Drive backward movement of the animal along with AVA, AVD and A-type motor neurons.","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","FLP-1 precursor (Nelson et al., 1998).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-1, GLR-2, GLR-5, NMR-1 and NMR-2 (Maricq et al., 1995; Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVER","","","","","","Ventral cord interneuron, like AVD but outputs restricted to anterior cord","","","","","Command interneuron. Drive backward movement of the animal along with AVA, AVD and A-type motor neurons.","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","FLP-1 precursor (Nelson et al., 1998).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-1, GLR-2, GLR-5, NMR-1 and NMR-2 (Maricq et al., 1995; Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVFL","","","","","","Interneuron","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Retrovesicular ganglion of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVFR","","","","","","Interneuron","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Retrovesicular ganglion of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVG","","","","","","Ventral cord interneuron","","","","","Anterior guidepost neuron. AVG pioneers the right tract of the ventral nerve cord. It expresses UNC-6 at 3-fold embryo stage to provide a continuous UNC-6 (netrin)-labeled pathway restricted to the right tract of the nerve cord. The unilateral UNC-6 cue from AVG guides various paired axons growing from the nerve ring and lumbar ganglia to make rightward decussations as they enter the ventral nerve cord. UNC-6 also promotes bundling of axons within the cord itself. If the parent of AVG is ablated in wild-type embryos, interneurons and ventral cord motor neurons form several small fascicles rather than one tight bundle of right side tract and occasionally the right side axons shift to the left side (Wadsworth et al., 1996; Wadsworth and Hedgecock, 1986; Durbin 1987; Antebi et al., 1997).","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Retrovesicular ganglion of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunits, GLR-1, GLR-2, NMR-1 and NMR-2 (Maricq et al., 1995; Brockie et al., 2001). Expresses alpha subunit of a nicotinic acetylcholine receptor, DEG-3 (Treinin and Chalfie, 1995).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVHL","","","","","","Neuron, mainly postsynaptic in ventral cord and presynaptic in the ring","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-4 (Brockie et al., 2001). Express a splice variant of the tyramine receptor SER-2 (Tsalik et al., 2003). Suggested to express GABA-A/glycine receptor-like protein GGR-1 (Fujiwara et al., 1996).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVHR","","","","","","Neuron, mainly postsynaptic in ventral cord and presynaptic in the ring","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-4 (Brockie et al., 2001). Express a splice variant of the tyramine receptor SER-2 (Tsalik et al., 2003). Suggested to express GABA-A/glycine receptor-like protein GGR-1 (Fujiwara et al., 1996).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVJL","","","","","","Neuron, synapses like AVHL/R","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","Possibly glutamate (the neuron may be AIN instead). possibly expresses VGluT, EAT-4 (Lee et al., 1999).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-1 (Maricq et al., 1995).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVJR","","","","","","Neuron, synapses like AVHL/R","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","Possibly glutamate (the neuron may be AIN instead). possibly expresses VGluT, EAT-4 (Lee et al., 1999).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-1 (Maricq et al., 1995).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVKL","","","","","","Ring and ventral cord interneuron","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Ventral ganglion of head","","","","","","","","","","","","Express FMRFamide-like peptide, FLP-1 precursor (Nelson et al., 1998).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-5 (Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVKR","","","","","","Ring and ventral cord interneuron","","","","","","","","","","","Interneuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Ventral ganglion of head","","","","","","","","","","","","Express FMRFamide-like peptide, FLP-1 precursor (Nelson et al., 1998).","","Innexin Expression:    Receptor Expression: Express glutamate receptor subunit GLR-5 (Brockie et al., 2001).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVL","","","","","","Ring and ventral cord interneuron and an excitatory GABAergic motor neuron for rectal muscles. Few synapses","","","","","Defecation. AVL and DVB are excitatory GABAergic motor neurons for the enteric muscles (Avery and Thomas, 1997; McIntire et al., 1993). Together with DVB, activates expulsion muscle contraction (E.p or EMC), also required for anterior body contraction (aBoc) step in defecation motor program (DMP).","","","","","","Interneuron/motor neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Ventral ganglion in head","","","","","","","","","","","","GABA (Eastman et al., 1999)","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AVM","","","","","","Anterior ventral microtubule cell, touch receptor","","","","","","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral. Right side of the anterior half of the body","","","","","","","","","","","","Glutamate. Expresses VGluT, EAT-4 (Lee et al., 1999).","","Innexin Expression:    Receptor Expression: ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AWAL","","","","","","Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath","","","","","Chemotaxis to diacetyl, pyrazine, trimethylthiazole (Bargmann et al., 1993). One of the three core sensory neurons (AWA, AWC, ASK) that are required for sexual-attraction in males (White and Jorgensen, 2012).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express 7-TM diacetyl receptor ODR-10 (Sengupta et al., 1996; Zhang et al., 1997). Express TRPV (mammalian capsaicin receptor-like channel) proteins OSM-9 (Colbert et al., 1997) and OCR-1 and OCR-2 (Tobin et al., 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
"AWAR","","","","","","Amphid wing cells, neurons having ciliated sheet-like sensory endings closely associated with amphid sheath","","","","","Chemotaxis to diacetyl, pyrazine, trimethylthiazole (Bargmann et al., 1993). One of the three core sensory neurons (AWA, AWC, ASK) that are required for sexual-attraction in males (White and Jorgensen, 2012).","","","","","","Sensory neuron","OpenWorm 2013 Parcel","","","","","","","","","","","","","","","","","","Lateral ganglia of head","","","","","","","","","","","","","","Innexin Expression:    Receptor Expression: Express 7-TM diacetyl receptor ODR-10 (Sengupta et al., 1996; Zhang et al., 1997). Express TRPV (mammalian capsaicin receptor-like channel) proteins OSM-9 (Colbert et al., 1997) and OCR-1 and OCR-2 (Tobin et al., 2002).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caenorhabditis_elegans",""
